YearBuilt,Size(sqf),Floor,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_manager,N_elevators,N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),HallwayType_corridor,HallwayType_mixed,HallwayType_terraced,SubwayStation_Bangoge,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,SalePrice,PriceCategoryNum,PriceCategory
1978.0,903.0,6.0,0.0,1.0,87.0,0.0,2.5,2.5,1.0,4.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123893.0,1.0,average
1986.0,1377.0,5.0,1.0,0.0,713.0,0.0,2.5,12.5,8.0,27.0,4.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176991.0,1.0,average
2006.0,903.0,12.0,0.0,0.0,123.0,181.0,7.5,2.5,3.0,11.0,4.0,8.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160176.0,1.0,average
2009.0,910.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201672.0,1.0,average
2009.0,910.0,13.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,1160.0,15.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265442.0,1.0,average
2009.0,910.0,9.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207044.0,1.0,average
2009.0,910.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201672.0,1.0,average
2009.0,910.0,11.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,914.0,10.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200522.0,1.0,average
2009.0,914.0,7.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198451.0,1.0,average
2009.0,910.0,15.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,910.0,8.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198256.0,1.0,average
2009.0,910.0,10.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,910.0,12.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200318.0,1.0,average
2006.0,636.0,1.0,0.0,0.0,111.0,184.0,7.5,12.5,3.0,0.0,5.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119469.0,1.0,average
2006.0,914.0,17.0,0.0,0.0,249.0,536.0,2.5,2.5,5.0,11.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199115.0,1.0,average
2006.0,914.0,2.0,0.0,0.0,249.0,536.0,2.5,2.5,5.0,11.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184955.0,1.0,average
2007.0,1419.0,5.0,0.0,0.0,554.0,524.0,2.5,2.5,5.0,10.0,4.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,233628.0,1.0,average
1993.0,644.0,9.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90707.0,0.0,cheap
2007.0,1448.0,31.0,0.0,0.0,554.0,524.0,2.5,2.5,5.0,10.0,4.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,265486.0,1.0,average
1993.0,1761.0,11.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176991.0,1.0,average
1992.0,576.0,8.0,0.0,0.0,200.0,0.0,7.5,12.5,5.0,10.0,3.0,16.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57522.0,0.0,cheap
1992.0,644.0,9.0,0.0,1.0,142.0,79.0,7.5,17.5,4.0,8.0,3.0,9.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79646.0,0.0,cheap
2008.0,829.0,4.0,0.0,0.0,197.0,475.0,7.5,2.5,6.0,14.0,8.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161504.0,1.0,average
2005.0,1184.0,17.0,0.0,0.0,67.0,798.0,2.5,7.5,6.0,0.0,7.0,13.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172566.0,1.0,average
2007.0,1387.0,26.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,346017.0,1.0,average
2007.0,868.0,25.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,208849.0,1.0,average
2007.0,1928.0,21.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,527433.0,2.0,expensive
2007.0,868.0,5.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,194690.0,1.0,average
2007.0,1387.0,43.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,362831.0,2.0,expensive
2007.0,1387.0,26.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,306194.0,1.0,average
2007.0,1387.0,15.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,283185.0,1.0,average
2007.0,1928.0,30.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,442477.0,2.0,expensive
2007.0,1387.0,43.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,348672.0,1.0,average
2009.0,910.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207044.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175221.0,1.0,average
2009.0,910.0,14.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,1160.0,13.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265442.0,1.0,average
2009.0,1160.0,17.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265442.0,1.0,average
2009.0,910.0,13.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,910.0,6.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207044.0,1.0,average
2009.0,910.0,9.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201566.0,1.0,average
2009.0,1160.0,14.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265442.0,1.0,average
2009.0,1160.0,7.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,262929.0,1.0,average
2009.0,1160.0,12.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265442.0,1.0,average
2009.0,910.0,7.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207044.0,1.0,average
2009.0,910.0,8.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201566.0,1.0,average
2009.0,914.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198451.0,1.0,average
2009.0,910.0,6.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201566.0,1.0,average
2009.0,910.0,10.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203646.0,1.0,average
2009.0,910.0,7.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201566.0,1.0,average
2009.0,1160.0,9.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,262929.0,1.0,average
2009.0,1160.0,6.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191938.0,1.0,average
2009.0,1160.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191938.0,1.0,average
2009.0,1160.0,6.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191938.0,1.0,average
2009.0,1160.0,10.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193769.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143212.0,1.0,average
2009.0,1160.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190106.0,1.0,average
2009.0,1160.0,4.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190106.0,1.0,average
2009.0,1160.0,11.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193769.0,1.0,average
2009.0,1160.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190106.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145628.0,1.0,average
2009.0,1160.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191938.0,1.0,average
2009.0,1160.0,11.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193769.0,1.0,average
2009.0,1160.0,2.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188265.0,1.0,average
2009.0,910.0,20.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,148707.0,1.0,average
2009.0,910.0,4.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149619.0,1.0,average
2009.0,1160.0,8.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191938.0,1.0,average
2009.0,910.0,4.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149619.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149619.0,1.0,average
2009.0,1160.0,20.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193769.0,1.0,average
2009.0,1160.0,8.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191938.0,1.0,average
2009.0,1160.0,11.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207964.0,1.0,average
2009.0,1160.0,12.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265442.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175681.0,1.0,average
2006.0,636.0,7.0,0.0,0.0,111.0,184.0,7.5,12.5,3.0,0.0,5.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115044.0,1.0,average
1985.0,587.0,4.0,0.0,1.0,80.0,76.0,2.5,7.5,2.0,2.0,3.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55752.0,0.0,cheap
1986.0,547.0,2.0,0.0,0.0,100.0,18.0,2.5,7.5,1.0,2.0,3.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55752.0,0.0,cheap
2006.0,914.0,17.0,0.0,0.0,249.0,536.0,2.5,2.5,5.0,11.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,168141.0,1.0,average
2008.0,914.0,14.0,0.0,0.0,197.0,475.0,7.5,2.5,6.0,14.0,8.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,166371.0,1.0,average
1992.0,1448.0,14.0,0.0,1.0,142.0,79.0,7.5,17.5,4.0,8.0,3.0,9.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137168.0,1.0,average
1993.0,914.0,4.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112389.0,1.0,average
1993.0,914.0,5.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116814.0,1.0,average
2008.0,829.0,13.0,0.0,0.0,197.0,475.0,7.5,2.5,6.0,14.0,8.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,165486.0,1.0,average
1993.0,914.0,19.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118584.0,1.0,average
2007.0,914.0,8.0,0.0,0.0,554.0,524.0,2.5,2.5,5.0,10.0,4.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,165486.0,1.0,average
1993.0,914.0,3.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110619.0,1.0,average
2008.0,914.0,13.0,0.0,0.0,197.0,475.0,7.5,2.5,6.0,14.0,8.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176991.0,1.0,average
1993.0,914.0,13.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134513.0,1.0,average
2005.0,914.0,18.0,0.0,0.0,67.0,798.0,2.5,7.5,6.0,0.0,7.0,13.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146017.0,1.0,average
2007.0,1366.0,4.0,0.0,0.0,554.0,524.0,2.5,2.5,5.0,10.0,4.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,221238.0,1.0,average
1986.0,1131.0,7.0,1.0,0.0,713.0,0.0,2.5,12.5,8.0,27.0,4.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149557.0,1.0,average
2007.0,868.0,22.0,0.0,0.0,0.0,1270.0,2.5,2.5,14.0,16.0,10.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,207964.0,1.0,average
1986.0,1377.0,2.0,1.0,0.0,713.0,0.0,2.5,12.5,8.0,27.0,4.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,141592.0,1.0,average
1986.0,914.0,5.0,1.0,0.0,713.0,0.0,2.5,12.5,8.0,27.0,4.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,144690.0,1.0,average
1986.0,1377.0,4.0,1.0,0.0,713.0,0.0,2.5,12.5,8.0,27.0,4.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176991.0,1.0,average
2009.0,910.0,4.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163716.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163716.0,1.0,average
2009.0,910.0,7.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163716.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156637.0,1.0,average
2009.0,910.0,5.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161238.0,1.0,average
2009.0,910.0,2.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153097.0,1.0,average
2009.0,1160.0,10.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212389.0,1.0,average
2009.0,910.0,3.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159557.0,1.0,average
2009.0,1160.0,20.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210619.0,1.0,average
2009.0,910.0,2.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157876.0,1.0,average
2009.0,1160.0,8.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207964.0,1.0,average
2009.0,910.0,1.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156194.0,1.0,average
2009.0,1160.0,9.0,0.0,0.0,25.0,203.0,2.5,35.0,2.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210265.0,1.0,average
2003.0,907.0,8.0,0.0,0.0,82.0,56.0,7.5,17.5,2.0,4.0,5.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123008.0,1.0,average
2006.0,914.0,1.0,0.0,0.0,249.0,536.0,2.5,2.5,5.0,11.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,168141.0,1.0,average
2006.0,1412.0,19.0,0.0,0.0,249.0,536.0,2.5,2.5,5.0,11.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,261061.0,1.0,average
2007.0,1366.0,15.0,0.0,0.0,554.0,524.0,2.5,2.5,5.0,10.0,4.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,254867.0,1.0,average
1993.0,644.0,4.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83628.0,0.0,cheap
2008.0,829.0,6.0,0.0,0.0,197.0,475.0,7.5,2.5,6.0,14.0,8.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161946.0,1.0,average
1993.0,644.0,16.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75221.0,0.0,cheap
1993.0,914.0,20.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121238.0,1.0,average
1992.0,644.0,6.0,0.0,0.0,200.0,0.0,7.5,12.5,5.0,10.0,3.0,16.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65486.0,0.0,cheap
2005.0,1184.0,13.0,0.0,0.0,67.0,798.0,2.5,7.5,6.0,0.0,7.0,13.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194690.0,1.0,average
1993.0,644.0,13.0,0.0,0.0,523.0,536.0,2.5,17.5,8.0,20.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93362.0,0.0,cheap
